"date","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24"
"2022-02-15",122587.263,122293.103,122165.291,122169.054,122420.229,122776.82,124304.702,126640.48,127795.41,128542.311,NA,NA,NA,NA,NA,NA,128533.35,128031.477,128245.879,128054.147,127567.273,NA,124668.11,122638.518
"2022-02-16",121474.214,120857.853,120705.469,120446.115,120493.857,120542.438,121395.803,124547.863,126090.898,NA,NA,NA,NA,NA,129291.412,128540.664,127910.719,127245.697,127065.41,126522.131,126096.091,126122.036,124382.876,124005.354
"2022-02-17",121844.254,121767.362,121356.848,121491.411,121754.445,121941.451,123548.337,126789.984,129106.194,130595.645,NA,NA,132608.004,132799.269,132297.541,130319.159,129318.485,129271.608,128816.955,128425.066,128098.397,NA,NA,124597.682
"2022-02-18",124380.549,124228.46,124177.462,123501.689,123446.45,122739.841,123011.956,125359.666,127443.891,129117.58,130096.63,130948.81,130720.187,NA,129719.223,128853.007,127990.763,127221.171,NA,NA,NA,NA,NA,125212.725
"2022-02-19",124571.815,124245.041,124029.932,123877.56,124240.122,124317.329,125070.882,126010.132,127255.333,128698.354,NA,NA,NA,NA,NA,127300.502,126732.674,125790.925,126885.016,126805.974,126320.971,125813.542,125217.01,124399.238
"2022-02-20",124188.971,124461.028,124270.681,124200.359,123847.928,123940.616,124012.427,124719.672,124967.357,126456.345,127942.648,128245.451,128171.505,128141.291,127471.099,125929.352,124747.566,123823.285,124112.722,124286.389,124093.047,123258.486,123046.667,123484.509
"2022-02-21",120693.367,120944.959,121205.651,121389.601,122136.29,122475.87,123931.297,126407.724,128708.653,NA,NA,NA,NA,NA,NA,NA,NA,129083.641,130584.513,129993.211,129707.323,128208.15,126836.348,NA
"2022-02-22",NA,125289.463,NA,125717.891,126151.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129152.084,128667.868,127956.665,128348.039,126721.389,NA
"2022-02-23",NA,NA,NA,NA,NA,NA,125289.074,128040.563,NA,NA,NA,NA,NA,NA,NA,NA,131033.425,129459.022,128688.756,128225.217,NA,NA,NA,NA
"2022-02-24",122606.418,122271.322,122094.412,121950.662,121815.349,121653.812,123414.364,124500.15,126444.738,127865.113,129694.938,NA,130354.528,129788.381,129005.056,127518.389,125702.589,124077.761,124364.332,124235.72,123901.252,122553.174,122466.152,121823.941
"2022-02-25",119785.938,119724.947,119984.709,119912.16,120322.667,120418.529,121644.47,123968.939,126833.303,128715.199,130134.553,130368.319,129773.635,129220.257,128646.697,128179.878,126994.69,125881.824,125619.557,125898.437,125835.75,124734.09,123614.796,122864.108
"2022-02-26",123311.706,122871.327,123431.315,123050.181,123160.536,123748.235,124983.688,126738.13,127915.402,130668.832,132691.357,133171.078,133512.59,133655.934,133382.608,132165.571,130590.994,129832.449,129856.401,130021.231,129859.508,128583.503,128847.197,128354.422
"2022-02-27",128023.684,127886.556,128089.982,128078.523,128241.139,128243.386,128536.904,128971.193,130640.118,132906.678,134656.959,134864.057,134817.002,134342.523,133162.265,131827.97,129906.731,128351.791,128982.662,128844.204,128189.97,127447.701,127085.394,126529.57
"2022-02-28",124120.073,124441.51,124467.904,124838.997,124920.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-03-02",NA,NA,NA,NA,NA,116512.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123039.917,123597.304,122902.197,120466.738,117816.469,116896.14
"2022-03-03",116738.62,116974.311,116585.99,117284.58,116962.911,117509.331,118741.097,NA,125292.548,NA,125124.757,125662.626,125333.475,125140.638,123903.419,NA,121230.338,122107.397,NA,NA,123699.437,120661.554,118015.163,117747.304
"2022-03-04",115011.287,115281.976,115731.807,115749.294,115662.581,115467.241,116314.833,NA,NA,NA,NA,NA,123430.003,122618.637,122424.087,121420.861,120582.751,119661.722,NA,119914.931,119506.493,118268.095,117005.734,116955.702
"2022-03-05",116594.003,116786.929,116319.031,116400.477,117005.123,117288.027,117782.967,118937.615,NA,NA,123758.029,124586.601,124053.664,124091.137,123677.514,122910.718,121525.23,NA,122551.547,NA,NA,119706.14,118900.303,NA
"2022-03-06",116356.088,116448.274,NA,NA,NA,115932.205,116254.462,117544.045,120348.309,NA,NA,124280.097,123495.119,122760.644,121919.068,120320.653,117937.63,116822.573,NA,NA,119356.569,117266.892,114368.131,114185.13
"2022-03-07",111703.253,111851.992,111850.291,111967.624,112206.454,112713.935,NA,NA,NA,NA,122773.262,123566.783,123299.81,122547.044,NA,121632.122,120255.422,NA,NA,NA,NA,NA,114724.528,115249.309
"2022-03-08",113471.18,113537.114,113651.522,113621.388,114016.861,114615.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118243.486,116539.784,NA
"2022-03-09",118463.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122503.857,120382.187,119612.903
"2022-03-10",120032.519,120122.821,120123.429,119786.208,120198.159,120110.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126873.613,125331.996,123167.941,122549.45,120976.034,120404.803
"2022-03-11",116075.28,115855.34,115658.799,115601,115640.449,116094.365,116864.355,120864.838,124472.827,125485.843,126373.927,126363.152,126369.22,125517.658,124822.139,124439.056,123207.399,121710.605,122351.123,122111.912,120550.655,120591.693,118438.034,117938.093
"2022-03-12",114778.077,114527.386,114887.723,114920.461,114944.303,115528.418,115878.181,118063.58,120717.978,122921.393,123438.267,123805.69,123997.394,123656.824,123038.742,121750.44,120792.747,120560.193,NA,123913.856,121303.908,118400.815,116984.889,115732.778
"2022-03-13",114820.042,114753.296,114690.984,114659.154,114575.767,114631.391,115291.55,116557.245,119346.305,121658.38,123099.66,123627.328,123186.028,122465.41,121431.77,119531.276,117036.042,115309.055,NA,116402.804,116910.606,116925.289,114524.999,114317.461
"2022-03-14",112905.54,112791.672,112798.02,112436.436,113204.439,113739.489,116047.564,121483.8,124167.732,123647.202,NA,NA,124724.299,124505.842,124012.378,123525.988,121592.004,122075.714,123808.89,121810.212,121085.484,119654.319,117942.764,117355.198
"2022-03-15",NA,115032.881,115056.294,114908.788,115255.165,115527.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122318.966,122420.271,120371.213,119512.08,117919.833,117031.156
"2022-03-16",116138.499,116287.347,116363.916,116432.313,116480.722,116615.479,117454.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123184.176,124482.03,122727.032,122388.355,119788.648,117230.971,116654.176
"2022-03-17",115594.248,115833.605,115873.783,116093.661,116293.721,116504.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-03-18",116206.342,116115.441,116133.596,115869.542,115955.192,116562.585,117335.8,120992.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,124482.787,126094.092,126133.25,123620.459,121548.851,119976.404,119192.4
"2022-03-19",NA,118379.083,118517.805,118008.233,118008.063,118164.49,118411.04,NA,NA,NA,124994.906,125679.031,126081.474,125605.87,124510.436,122879.282,121118.515,120540.442,121321.693,123909.007,122754.766,119523.521,117957.25,117417.018
"2022-03-20",115659.071,115641.618,115580.565,115426.587,115392.159,115764.59,116149.799,117712.269,120671.923,122869.998,124241.483,123931.325,NA,NA,122783.724,121972.606,120125.188,119035.908,119696.529,122064.205,121707.465,118386.05,117313.294,116427.348
"2022-03-21",113060.41,113173.686,113504.788,113740.936,114069.432,114556.91,116561.744,121039.975,124837.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,125219.045,124666.324,124222.501,121538.15,119765.677,118442.144
"2022-03-22",117286.882,117480.729,117555.86,116883.104,117345.904,118029.151,118162.205,NA,NA,NA,NA,NA,NA,NA,NA,126211.114,NA,NA,124591.334,124318.413,123512.477,NA,NA,119414.681
"2022-03-23",116971.99,117149.385,117026.724,117504.942,NA,117540.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123604.749,121875.132,122499.416,121395.073,120809.188,118921.149,118271.85,117623.24
"2022-03-24",115756.494,115703.915,116103.18,116140.915,116309.204,116302.972,NA,120542.706,NA,NA,NA,NA,NA,NA,NA,NA,122713.53,122581.793,122905.365,122667.528,122476.935,118957.165,116839.693,116446.578
"2022-03-25",114370.601,114798.489,114928.586,115118.784,115327.483,115220.298,NA,121685.087,NA,NA,NA,NA,NA,NA,NA,123700.932,122088.684,121078.2,122398.261,122877.389,121265.068,119281.898,116838.571,116251.217
"2022-03-26",115841.342,115527.326,115605.267,115566.534,115488.266,115844.386,117988.742,119646.113,122312.371,123730.76,125352.515,126863.761,126775.617,125717.476,124904.998,124175.65,122232.456,121614.454,123075.12,124214.621,122950.409,120732.64,119463.416,118247.209
"2022-03-27",116339.091,116776.543,116478.797,116960.485,117400.305,118678.124,118849.25,120133.741,122195.923,123803.199,124707.446,125678.087,125326.996,124921.757,124444.142,123719.482,123188.793,122650.935,120980.631,120820.262,118598.276,117778.653,116708.696,NA
"2022-03-28",113691.057,113836.766,113807.694,113964.383,113795.594,114018.815,114730.171,116742.521,NA,NA,NA,NA,NA,124132.662,123552.602,123230.995,122212.942,121190.668,120751.196,121002.033,120355.198,117879.008,114802.591,114258.209
"2022-03-29",113010.086,113298.234,113375.691,113254.483,113086.988,113698.439,114200.507,119279.916,122525.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119936.199,119780.966,NA,NA,NA
"2022-03-30",113587.53,113810.508,114053.398,113750.237,114060.718,114653.126,114614.815,118257.186,122638.658,121903.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121815.193,121613.195,121450.859,120385.527,117680.397,117904.279
"2022-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-04-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121931.099,120153.428,118841.732,118511.237,118205.542,116534.175,116168.462,115141.193
"2022-04-04",108485.532,108501.864,108437.373,108541.51,108703.709,109111.267,111632.786,115256.37,116636.808,118465.186,118816.15,119310.199,119511.281,119856.444,119679.828,118815.64,118282.965,117550.509,117202.918,118952.013,119182.217,117843.219,114239.168,113350.691
"2022-04-05",111942.94,111978.987,111921.385,111988.477,112128.043,112106.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119410.591,119427.665,118276.127,117716.023,116270.377,113668.582,113313.95
"2022-04-06",111720.745,111360.126,111868.9,111791.103,111660.633,111725.536,113129.905,116910.269,120331.335,NA,NA,NA,NA,NA,NA,NA,119853.366,119014.204,118576.918,119450.202,119819.419,118026.174,115551.643,115528.228
"2022-04-07",114919.525,114969.333,115098.246,115090.337,115149.802,115299.851,116086.474,120180.05,NA,122811.567,NA,NA,NA,NA,NA,NA,NA,NA,122615.934,123014.9,122776.055,119705.536,NA,NA
"2022-04-08",117358.688,116785.633,116868.792,116676.923,116887.213,116816.853,NA,120734.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,121868.534,119976.649,121774.14,120952.857,118059.603,115844.411,115491.625
"2022-04-09",116001.047,116003.337,116004.855,115925.026,115791.175,116014.321,116841.02,118256.507,121303.208,124720.706,NA,NA,NA,NA,NA,NA,122315.293,121638.224,121135.443,120711.174,119599.943,118804.897,118235.404,NA
"2022-04-10",NA,NA,NA,114658.97,114703.037,114834.198,115515.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121386.516,120366.201,119555.919,117961.653,117333.691,116751.914
"2022-04-11",113918.013,113562.992,113879.933,113862.155,113955.028,114158.491,116196.899,120542.424,123369.451,NA,127647.352,128681.982,129236.174,127537.54,126738.54,125869.025,124236.485,123014.69,122655.391,121095.434,119632.483,NA,117105.445,116862.402
"2022-04-12",115560.166,115777.922,116088.338,115721.621,115802.925,115779.586,116424.035,119563.41,125529.331,126291.708,NA,NA,NA,NA,NA,NA,122471.986,121100.774,119540.063,121667.668,121035.857,118018.892,115936.993,115681.355
"2022-04-13",116264.186,116014.98,115829.131,115782.824,116056.292,115998.312,116632.43,121817.677,124849.05,124103.726,124890.699,126379.061,126745.478,127053.601,126498.302,125472.114,124023.34,122832.923,123156.31,123900.362,123350.482,119733.594,118359.183,118219.905
"2022-04-14",117902.308,117605.331,117606.162,117368.316,117553.992,117627.822,118265,123008.088,125988.126,NA,NA,NA,129364.864,129287.14,128861.808,127059.838,125485.178,123681.5,123028.893,124219.763,124124.323,120396.433,118895.838,118728.558
"2022-04-15",118759.074,118623.134,118803.215,118905.62,119011.667,119031.688,NA,NA,NA,NA,127304.984,127926.82,128393.999,128393.603,127821.389,127168.043,125535.53,124040.687,122284.701,123766.076,123838.423,120006.182,118762.969,118708.674
"2022-04-16",119740.148,118451.39,117496.2,117637.792,117841.326,118008.111,118183.793,119523.999,121706.579,123966.366,124898.873,126167.576,126560.736,125998.812,125373.403,124345.215,123176.732,121842.163,121590.663,123703.74,124437.017,123211.183,119638.383,119423.504
"2022-04-17",119616.794,119721.782,119830.763,119932.392,120144.058,120337.382,120736.767,121615.019,123423.285,125020.187,126434.199,127177.917,127409.251,127378.684,127059.071,126262.509,124890.664,123676.385,122417.364,125000.404,126151.528,124537.828,122246.607,121281.023
"2022-04-18",119612.473,119043.944,118848.782,118935.195,119054.438,119254.206,119497.907,121662.302,123056.246,125228.588,NA,NA,NA,NA,NA,NA,NA,122884.332,121132.875,121922.306,124705.171,122528.036,119381.943,118674.082
"2022-04-19",116049.222,116240.309,116365.999,116185.484,116081.861,116182.174,117810.206,119983.959,121985.594,123605.403,124976.362,126048.208,126402.213,126770.878,126468.35,125804.065,125180.938,124670.45,124209.616,124979.574,125264.783,122737.908,119804.613,119333.862
"2022-04-20",118540.656,118620.29,118672.792,118543.268,118653.423,118311.031,119028.793,122153.625,124536.209,NA,NA,NA,NA,NA,NA,NA,NA,121064.732,NA,123314.796,NA,NA,117577.795,NA
"2022-04-21",NA,115962.445,115876.179,115821.172,116009.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-04-22",NA,NA,NA,NA,NA,NA,118264.734,120125.556,124596.967,126540.598,NA,NA,NA,NA,NA,NA,NA,122234.234,NA,NA,NA,NA,NA,116942.582
"2022-04-23",117983.379,117958.791,117633.277,117538.668,117606.403,117852.803,118754.334,121042.313,NA,NA,124574.092,NA,125273.208,NA,NA,NA,NA,121097.789,120468.575,121210.454,120323.933,117856.31,117785.026,117566.736
"2022-04-24",122771.902,122814.039,123022.978,123107.208,123369.092,123381.1,123364.219,124044.062,125019.121,127013.767,128216.251,129074.781,NA,NA,NA,NA,NA,127113.042,125749.565,125231.309,124974.539,124011.909,123020.821,122500.919
"2022-04-25",116678.524,116738.553,116979.863,117123.36,117079.587,116527.117,116708.458,117602.903,120617.601,122263.16,123421.192,124320.535,124612.118,124690.173,NA,NA,122370.779,120769.727,119899.682,122277.305,122025.369,118549.912,117186.42,117007.431
"2022-04-26",116711.22,116329.132,116194.773,116095.487,116254.498,116582.051,116864.281,120328.167,122751.374,123465.453,124710.199,124936.684,125041.571,125925.305,125775.176,124970.144,123967.31,122839.239,121517.467,120305.682,122844.096,119076.226,118290.113,117457.154
"2022-04-27",116456.284,116494.325,116590.03,116702.629,116760.948,116733.867,116926.515,121044.42,124909.737,127025.245,125647.185,126377.553,126673.912,126817.148,125832.935,124949.589,123826.935,122926.118,122598.309,120497.73,119859.373,118372.086,117984.712,117685.625
"2022-04-28",117577.838,117448.53,117729.014,118164.475,118494.835,118676.678,118986.953,123590.761,125572.287,NA,NA,NA,130206.463,NA,NA,129041.417,127508.179,126037.925,NA,123037.01,123967.299,121552.1,120578.378,120258.975
"2022-04-29",119946.993,119478.12,119369.389,119348.892,119386.128,119280.517,119547.788,121377.979,NA,NA,NA,NA,129846.227,129831.144,129174.02,128314.458,126848.778,125381.278,123510.049,123445.314,122763.278,120412.125,119487.97,119080.405
"2022-04-30",117889.58,117328.93,117130.818,116969.308,116791.44,116893.241,117014.668,117948.123,120179.018,122486.58,123811.08,124789.575,123945.055,122779.482,121817.15,121474.257,120696.121,120119.51,118759.966,118473.548,119406.461,118097.337,117421.195,116378.773
"2022-05-01",113223.276,113245.472,113193.402,113285.295,113395.842,113548.908,113752.751,114831.76,117298.147,119144.81,120381.171,121183.379,121349.122,120857.225,120259.992,119651.757,118925.409,118177.393,117397.235,116798.867,118976.162,118140.21,115769.974,114526.198
"2022-05-02",112641.345,112860.085,113131.873,113449.043,113669.294,113656.168,115292.399,116990.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
